match_id,radiant_win,start_time,duration,leagueid,radiant_score,dire_score,radiant_team_id,radiant_team_name,dire_team_id,dire_team_name,series_id,series_type
8569237006,True,1763727479,2388,18920,29,11,8255888,,8291895,,1038145.0,1.0
8569161346,True,1763723763,2030,18920,27,8,8255888,,8291895,,1038145.0,1.0
8569093169,False,1763719938,2100,18920,14,26,8255888,,8291895,,1038145.0,1.0
8569028066,True,1763715553,2502,18920,35,25,9338413,,9303484,,1038129.0,1.0
8568979829,False,1763712004,1917,18920,16,29,9303484,,9338413,,1038129.0,1.0
8568316530,True,1763662553,2363,18920,35,15,2163,,8291895,,1037873.0,1.0
8568207580,False,1763658155,2567,18920,15,32,8291895,,2163,,1037873.0,1.0
8568096717,False,1763653866,2321,18920,13,33,8255888,,2586976,,1037800.0,1.0
8568000516,True,1763650233,1972,18920,24,11,2586976,,8255888,,1037800.0,1.0
8567870841,True,1763645654,2887,18920,27,12,8255888,,2586976,,1037800.0,1.0
8567739646,False,1763640427,3004,18920,22,32,9303484,,7119388,,1037746.0,1.0
8567657243,False,1763636214,2442,18920,10,34,9303484,,7119388,,1037746.0,1.0
8567602441,False,1763632661,1605,18920,5,30,9338413,,9572001,,1037733.0,1.0
8567561632,True,1763629628,1593,18920,23,3,9338413,,9572001,,1037733.0,1.0
8567510660,False,1763625772,2078,18920,21,33,9338413,,9572001,,1037733.0,1.0
8566721284,False,1763570159,3763,18920,17,31,8261500,,9303484,,1037478.0,1.0
8566575682,True,1763564535,3910,18920,34,24,9303484,,8261500,,1037478.0,1.0
8566440025,True,1763559662,3307,18920,26,22,8261500,,9303484,,1037478.0,1.0
8566338044,True,1763555680,2232,18920,33,11,8255888,,9964962,,1037415.0,1.0
8566249805,False,1763551636,2349,18920,12,24,9964962,,8255888,,1037415.0,1.0
8566178407,False,1763547626,2252,18920,10,21,8255888,,9964962,,1037415.0,1.0
8566115708,True,1763543243,2179,18920,36,14,8291895,,36,,1037406.0,1.0
8566063733,False,1763539225,2278,18920,12,32,36,,8291895,,1037406.0,1.0
8565317670,True,1763484970,3391,18920,29,30,9572001,,8255888,,1037129.0,1.0
8565187933,False,1763480108,3072,18920,13,23,7554697,,8261500,,1037104.0,1.0
8565136926,True,1763478416,4888,18920,34,34,9572001,,8255888,,1037129.0,1.0
