match_id,throw,comeback,loss,first_blood_time,patch
8577520913,331.0,,19462.0,99,58
8577517772,,637.0,,215,58
8576678568,,0.0,,68,58
8576671061,,100.0,,60,58
8576605875,258.0,,12241.0,38,58
8576601685,,-899.0,,0,58
8576507432,9283.0,,7439.0,107,58
8576493855,,68.0,,287,58
8576422993,96.0,,12731.0,432,58
8576406746,,154.0,,10,58
8576325330,,766.0,,100,58
8576286429,,0.0,,30,58
8576209695,,-332.0,,0,58
8576193431,,3280.0,,32,58
8576094890,,568.0,,214,58
8576076065,2396.0,,18742.0,10,58
8615531269,2010.0,,25189.0,66,59
8615442050,,71.0,,250,59
8615341751,0.0,,24085.0,4,59
8615212174,142.0,,13510.0,52,59
8614983405,,5634.0,,8,59
8614840952,7058.0,,27023.0,158,59
8613974929,0.0,,12075.0,333,59
8613871238,,5373.0,,244,59
8613669497,,0.0,,105,59
8613524044,,748.0,,11,59
8613407484,384.0,,29540.0,0,59
8613296700,1405.0,,22751.0,343,59
8613199952,0.0,,20825.0,211,59
8612387534,5561.0,,22699.0,86,59
8612296716,549.0,,15733.0,58,59
8612073954,967.0,,13975.0,0,59
8611968266,,213.0,,187,59
8611813882,445.0,,11235.0,4,59
8611704029,913.0,,17412.0,190,59
8611101416,23129.0,,8057.0,0,59
8610997048,5465.0,,17746.0,5,59
8610908761,,604.0,,187,59
8610733410,,1547.0,,229,59
8610608932,250.0,,19207.0,0,59
8610508424,0.0,,30810.0,5,59
8610407872,2102.0,,17557.0,71,59
8610327187,1570.0,,19128.0,245,59
8609658039,,4567.0,,108,59
8609577898,,661.0,,46,59
8609420125,,213.0,,0,59
8609256354,4232.0,,13745.0,104,59
8609085945,28310.0,,2113.0,13,59
8608974467,5173.0,,16165.0,0,59
8606931541,4923.0,,8204.0,13,58
8606918837,,449.0,,2,58
8606878914,20.0,,19106.0,269,58
8606872326,,0.0,,16,58
8606840720,,628.0,,125,58
8606794209,365.0,,21302.0,239,58
8606776029,184.0,,21221.0,215,58
8606774407,17972.0,,7241.0,6,58
8606735701,268.0,,36988.0,256,58
8606659200,,0.0,,85,58
8606610716,0.0,,25429.0,249,58
8606592816,30.0,,12387.0,124,58
8606591627,0.0,,16918.0,29,58
8606576805,725.0,,17676.0,71,58
8606503226,4367.0,,16306.0,347,58
8606495310,1013.0,,16022.0,0,58
8606484740,771.0,,20557.0,8,58
8606477178,79.0,,25985.0,234,58
8606394749,,396.0,,127,58
8606379791,4394.0,,16046.0,5,58
8606298412,13.0,,24936.0,173,58
8606288088,444.0,,20561.0,214,58
8606284643,3975.0,,17125.0,0,58
8606267682,471.0,,22075.0,250,58
8606207935,1212.0,,16309.0,13,58
8606206987,8375.0,,13066.0,65,58
8606204577,0.0,,23355.0,193,58
8606200519,,0.0,,235,58
8605626905,,1063.0,,131,58
8605543293,,3996.0,,43,58
8605532351,616.0,,20254.0,303,58
8605514511,453.0,,22645.0,107,58
